OriginalTweet,Sentiment
Covid 19 Pandemic Self Isolation Journal Day 1 10 30AM Mild panic sets in as to paraphrase H Simpson all we have in the house is the food we need to make food,Extremely Negative
"The retail store owners right now
#CoronaVirusSA #Covid_19 https://t.co/yPcOWXV432",Neutral
"Just came back from the grocery store. Found milk but all the eggs were gone. Coronavirus is real y'all. 

#coronapocolypse #CoronavirusOutbreak #COVID2019",Neutral
"LVMH converting perfume factories to make hand sanitizer
What Retail leaders say about Covid-19
Ikea's eCommerce strategy
America's retailers start crowd control
Ulta Beauty stops store beauty services
#ecommerce #retail #dtc #coronapocalypse #covid19
https://t.co/rAfJ2l2cEQ https://t.co/wFRPxc3Qfi",Extremely Positive
"Stockup on compassion &amp; love
Not tissue papers 

#Covid19 #coronaoutbreak #falsepanic #coronavirus #worldshutdown",Extremely Positive
"Panic grocery shopping is not necessary and has put more people at risk. 

We talked to several supermarket employees, some of them elderly, who are worried about their own health as customers crowd their stores. 
https://t.co/emOKMbCnot",Extremely Negative
"Some #foodsafety tips during the #coronavirus outbreak, including those immunocompromised should opt for pre-packaging fruits and vegetables. https://t.co/fbbqOigShy",Neutral
"To help you eat well and limit your movement during the #coronavirus crisis, you can ?download #applications for smartphones that make it easier to recover food at any time:?Find a restaurant or grocery store near you that can deliver healthy meals to your home.",Extremely Positive
"In the wake of COVID-19, we are working with agencies to secure access to allotments and ensure get cattle and sheep get to market and to consumer plates. Additional details will be shared as they become available. Please reach out with questions or concerns.",Extremely Positive
"COVID-19 is impacting supply chain, trade, the workforce and so much more. Weve put together a guide on what business leaders should know. Find it here: https://t.co/tCjOWvB2Y3 https://t.co/9bekwqH0G3",Neutral
"How is tech giant Alibabas largest grocery store chain in Beijing faring amid the #coronavirus outbreak in China? 

@Selinawangtv checks it out and interviews their store manager #CoronavirusPandemic #COVID19 https://t.co/fVIc7iJZ0X",Neutral
Homebound due to COVID-19? Working in cramped conditions? How to Set Up a Home Workstation In Any Room | Coronavirus - Consumer Reports https://t.co/eeIVo0Ikuk,Neutral
Today I went to the #supermarket to buy some groats. Only pasta remained on the shelves ) #COVID2019,Neutral
"Texas Health Resources does have a Coronavirus (COVID-19) consumer hotline. (682) 236-7601

I had spoken to a registered nurse this morning and she was able to answer my questions. Great resource",Extremely Positive
"Prevention is better than cure! Let's beat #Coronavirus 
1)Wash hands frequently with soap 2)Wear masks or use clean cloth to cover your mouth if you are in a crowded place 3)Try to make one meter distance from strangers 4) eat homemade food as much as possible. Let's not panic https://t.co/qIGGycPxz6",Extremely Positive
@Blakkrasta pls tell the pharmacist to drop the prices of the sanitizers how can we be cruel to our own #AfricanHistoryClass #Covid_19 #TaxiDriverShow #taxijam #blackpot @The_Evangelist3 @gumahdok @Teejay63 @BORBOR_SLY @RastaKwadzo @EugenPeprah @Bukari_Ba,Extremely Negative
Id be doing much more online shopping right now if companies started running #coronavirus sales.  Like 50% off the whole website type sales. Lol,Extremely Positive
"@Tweeter4Trump1 @deus_rock @AngelaOrme3 @Capone20201 @TeeTrumpette @ks_jhawk @GayRepublicSwag Because you are willfully ignorant &amp; deliberately blind. 

The media has been far more accurate than 45, the King of Lies.

The market's reacting to ",Extremely Negative
Just online shopping my way through this COVID-19 stuff. https://t.co/7PhJ76sXHJ,Neutral
Questions remain as to the impact of #coronavirus on our communities and what it will mean for consumer spending patterns and corporate confidence. Here's Regions Asset Management's perspective as the markets react this week: https://t.co/SWf2zg7zaq,Extremely Positive
"How US consumers and industries including food and drink, beauty, retail, and health and wellness are reacting to the COVID-19 pandemic. https://t.co/ZM5gjzxeZc via @mintelnews",Extremely Positive
"@RogueSNRadvisor Demand your reps defund the border wall &amp; put the $10bil into fighting coronavirus. We need the money for sick leave, food, student loans, mortgages, businesses expenses, Covid-19 testing and treatments, etc. Sick people cant #Sta",Extremely Negative
"#coronavirus  

Placing us on war footing?
Follow the money 
but bonds &amp; stocks crashing.
Am I bothered about hand washing?

When the food runs out 
&amp; the money runs dry 
All demand but no supply.
Fuck that!
Its more about the looting 
&amp; the shooting.

https://t.co/JqqFxzcDI4",Extremely Negative
H&amp;M sales hit £5 billion as #Coronavirus prompts store closures https://t.co/lqdI82zn88,Neutral
"Just a thought, the ones that are stock piling toilet rolls could they be the hygienic ones that are coughing into a tissue and not their hands? And the ones that are storing food, could they be buying it for their nan or have young children?  #coronavirus",Neutral
"Wow PEOPLE! My daughter works retail and her store is still open, barely. Today a woman yelled at daughter for standing too close to her child. HEY, how about keeping your kid at fucking home LADY! 

This Covid-19 shit has made people assholes, stupid and just vile.",Extremely Negative
The produce section at my local supermarket on College St this morning. #COVID-19. #toronto https://t.co/HRJy2vwX0A,Neutral
"#NewZealand beef exports to U.S. and Canada are surging.  Exports previously going to China are being rerouted to Canada. Month to month sales up 48% https://t.co/rYcHqMimus Thanks #CPTPP. Our markets going down, down, down as prices arbitrage with New Zealand. Packers profitable",Extremely Positive
"Hoarders: Americans #stockup on #supplies as #virus #fear 
#spreads https://t.co/dzlmQ78vwo

#living #offgrid #escape #coronavirus #pandemic https://t.co/CBfxwUN4qD",Neutral
Here's the full list: https://t.co/WWSWMOryMq,Neutral
"This is how I look at it. Its like when my father would put me on restriction. I can still go to the bank, grocery store and gas station, but I can not hang out at Del Taco or play with my friends. This will pass and we will be more diligent and appreciative after! #coronavirus https://t.co/ZpAaXeIJ1k",Extremely Positive
"Keep your hands sanitized and safe the whole day.

Let's minimise chances of contracting the deadly #COVID19

We still have enough large, portable hand sanitizers, &amp; face masks available in stock

Order at https://t.co/wdKjBYijfS, we deliver to your doorstep in 1hr around Kampala https://t.co/o8hGrXTgcG",Extremely Positive
"@MakabayiMercie @TMCGLtd @priscilla_atim @Spartakussug @HopeFortunate @Davisthedoc @drjohnmark_b @AkoraPriscilla @OsbertMwijukye @SandraBwengye @MinofHealthUG See prices for these items and place an order at https://t.co/wdKjBYijfS, we deliver to your doo",Neutral
"Some thoughts and raw prognosis according to the #COVID2019 
1. Everyone is sitting home - internet traffic is growing
2. Food retailers will earn a lot
3. Raise of demand on tools and services to power-up remote workflow
4. Bitcoin is falling down but the technology still strong",Extremely Positive
"@TODAYshow Consumer reporter Vicky Ngyuen IS NOT qualified to answer medical questions, from Facebook or anywhere, regarding the #coronavirus #JustSayin",Neutral
"With all due Respect to @PMOIndia @narendramodi,request to bring Consumer protection Agncy in action to gt hold of those medical suppliers tkng advntge of #COVID2019
Masks with MRP of 23 is sold at 50&amp;Sanitizers of 100 is sold at 400.
Middle class can survive but poor will suffer",Extremely Negative
"After being out of town for the past 5 days I am struggling to stock our fridge with the essentials, just to get my family through the week. We empty our fridge before a trip so food doesnt go to waste. Im speechless.  #coronavirus #QuarantineLife",Extremely Negative
"Survived #SupremeCourt today or atleast I think I did for now. 
I always carry a sanitizer and a mask, if youre still not sure youre safe, just chant - Go Corona, Corona Go! #coronavirus https://t.co/A1lvkLHUKY",Extremely Positive
"Huh. My health plan @aetna did a broad PR push around their COVID-19 plans, which I saw because I follow the industry, but I did NOT get a consumer communication a la every retail company whose email list I belong to. I wonder what's up with that? https://t.co/7ValdwFqii",Neutral
Coronavirus prompts wave of store closures,Neutral
"If you can afford to panic buy items in bulk, you can afford to donate to your local food bank for those who are left to try and pick scraps from what you leave behind.

Stop being so selfish. Were all in this together. #covid?19uk #coronavirus #panicshopping",Extremely Negative
"PROVIDERS: If you feel sick, or your Consumer feels sick, you should seek medical advice and attention. Please call your Consumer's IHSS social worker if you are unable to work #coronavirus #IHSS #SanFrancisco",Extremely Negative
"shopkeepers who are selling mask at very highly prices (Rs 100) which is actual cost  Rs. 5 or 10 kindly think about they are humans or other variety on Earth. I request to  @CMOPb provide free masks to the people of Punjab.
#coronavirusoutbreaks
#COVID2019",Extremely Positive
